0.16878819147425725 - 0.9743106496734676im
-1.104399387910075 - 0.0015762645246563038im
0.7783744567863818 + 0.16597431423617173im
0.9835683225398824 + 0.6470032751595861im
-0.1274937060006779 + 0.9560153140158693im
0.6932792086666902 - 0.7584761040383428im
-0.9256316638931977 + 0.61180142440061im
-0.7437088329846271 + 0.9540224389378131im
0.9109052225840047 + 0.3478240076116095im
-0.753186841117133 + 0.8785735756881479im
-0.5863709201796127 - 0.37282701533615226im
0.7584736313200476 + 0.5060686117214502im
-0.3258566748669671 - 0.5843583244655262im
-0.9526996487837306 + 0.6393025104542573im
1.0630731944435565 + 0.5054119280510014im
-0.7828378290128263 + 0.9207153082153645im
-0.23899273294797313 - 1.1642531294252012im
-1.1941968283525222 + 0.12689385390005148im
0.15436703202689256 + 1.1882670900764345im
-0.9591215260683402 - 0.6743470221097903im
-0.259670952823607 + 1.1981169999429222im
-0.1914819848527904 - 0.8217048893876255im
0.6715090202401731 + 0.7216177544090117im
-0.5353260811862252 - 0.995614135589837im
0.757797793851536 - 0.11310328173519148im
0.8462743996604138 - 0.6869773844402798im
0.9203311645372607 - 0.5724274565419654im
-0.972760909002321 + 0.6507948364389938im
1.0816531443591004 - 0.05716112317646856im
-1.0662375354547087 + 0.23168182259945053im
0.6082300878466395 + 1.0222337710534934im
0.79639675656351 + 0.7579993773312652im
-0.6327095122459947 + 1.0469545321677118im
-0.9511077449178623 + 0.7436305198785005im
-1.19761330860177 - 0.11587810470859496im
-0.224114506097066 - 1.195854733292196im
-0.6405086477178886 + 0.9107644779933589im
0.1045133569704198 + 1.1555157842692048im
0.8784427019102575 + 0.8932480109255083im
0.8093652737872178 + 0.9136104429625647im
-0.09535293857688398 + 1.2274407672052638im
0.9735172082580806 + 0.3203374168551165im
-0.37516989680361185 + 0.6382713507790874im
-0.7853276333383434 + 0.8793401205766711im
1.1462663954778292 + 0.259359766646239im
-0.9181000901827293 - 0.6491550739961923im
0.2670429296307178 + 1.1781708702488334im
-1.1498246036717037 + 0.20992863577747267im
0.18240766510936995 - 0.8983038099463639im
-0.24144184822394754 + 1.1758123429290854im
-1.1924211622084002 - 0.08863954595060801im
0.6418895292942569 + 1.0453159083247674im
-0.7704433466524035 + 0.596976690497325im
-0.34786340146516076 + 1.150046890232088im
0.9164370105788904 - 0.30053921207304424im
-1.102505565210571 + 0.33953021192528104im
0.40140157277478117 - 0.7971341121606178im
0.6233050570340147 - 0.8755295071800689im
-1.139576096923837 - 0.28165019099795185im
0.9501116444419264 - 0.42303994239389586im
0.4130644114010612 - 1.0265133606791936im
0.9212313304689939 + 0.6873896810054924im
0.11543374525061595 - 1.1750022847827672im
-1.1556615995613315 - 0.10209748429824082im
0.9990060317018915 - 0.4681013443102513im
-1.03322671961968 + 0.6466093576845168im
1.0200617371502676 + 0.16117681614927193im
-1.077585660382628 + 0.5005168741978367im
0.7198972633174066 + 0.9074388717548393im
-0.5286513960497408 - 0.4847699384172548im
0.6535479540643401 + 0.8707670402249296im
0.15443484059516366 + 1.1418325965065506im
-0.656403424767063 + 1.018781333134577im
1.219710717209559 - 0.29925904879199455im
0.3280871503825508 + 1.1340104123308214im
0.4378841549564208 + 1.1473180650078223im
0.43546281590627245 - 1.0501407378386762im
-1.1184566872131665 + 0.6322762773098545im
0.032912404215074825 - 1.2287732821322555im
-1.078675187598947 + 0.38022339669246596im
0.05832175110312139 + 0.9739226898576234im
0.4935306672820446 + 1.0864975728866944im
0.6559103061104766 + 0.8594812202036702im
0.9694047943034236 + 0.17310294857543923im
-1.0979096943906206 - 0.3735435964745892im
-0.9796449397831009 + 0.7011922157580481im
0.8153231290564605 + 0.5024827642205022im
-0.4070464173847249 + 0.9911698793709065im
-0.9837385216587028 - 0.736941673396128im
0.24463747794029628 - 0.9189944439123673im
-1.1639312680722693 + 0.10835968017997148im
-0.42606958184985094 + 1.107889432500584im
-0.0469424138874035 - 0.7679110869832099im
-0.19546410595941954 + 1.1872940567374346im
-0.09054253370420347 + 1.1342226013889547im
0.37249759224388374 + 1.0169007556177656im
0.2432702663289472 + 1.0628214704455758im
-1.0228578932273753 + 0.6464638340211973im
-0.11645448907397639 - 1.2584504725596417im
0.9200333278286295 - 0.659209820778522im
-0.018228639493368528 + 1.1757767408153763im
0.8356456425446019 + 0.4269835552816239im
1.171137517835516 + 0.17238050014392467im
1.1334341064891695 + 0.38422194808596044im
0.16333845302420827 + 1.1750344239431627im
-0.6644967037289737 - 1.075433862640561im
0.9628421214470231 + 0.57586143996712im
0.8186008234095513 - 0.6027367270656531im
1.0106016655949033 - 0.3753476098703269im
-0.9429377821619997 + 0.724756611575939im
-0.5253908012247857 + 1.0139253559698158im
-1.1558558434245063 - 0.21380874965809304im
1.2043642187320478 - 0.1145159555934942im
-0.8679387528417682 + 0.7734232086796369im
0.9516309788998005 - 0.4992922332251228im
-0.9731654399781408 + 0.6237585199062im
0.7563970431796665 - 0.639521426542392im
-0.0691090817240974 + 1.0451650490967954im
-0.663603632719178 + 0.853923784409964im
0.5025180135249152 + 0.9081423452367701im
-0.3983684163263451 + 1.0531348430417689im
0.8799121626794847 - 0.10396082367720685im
-0.450692449158343 + 1.1287798809036533im
0.32855989060889895 - 0.5715570959710263im
0.579917259109329 - 0.9993577170335781im
0.9238989612895461 + 0.7071999166918739im
-0.5093423744790496 - 1.1332304801126318im
-0.4942533157304483 - 1.109133523900205im
-0.6622291570307003 + 1.0498439666157837im
-0.9062339661970588 - 0.8010123094607693im
0.7607666039657698 - 0.8519119018241033im
-0.18056391320961443 + 1.131390908159908im
0.8980581375552598 + 0.8300281105630499im
-1.187542770406856 + 0.11928094307370757im
-0.9384672897838925 + 0.676814669219171im
-0.44419573418234176 + 1.1161252195961557im
0.6907317671196544 - 0.8028331004605905im
-0.7682690086863528 + 0.6065072062096267im
1.2379426125015314 + 0.24312271737316077im
-0.1677845494492954 + 1.1557906583694633im
-1.1463271565631736 - 0.3560738025061583im
-0.860497191395175 - 0.7035917766568522im
-1.1497538570768222 + 0.28989574632552617im
0.4143455619831961 - 0.08607696682520168im
-1.065753486545273 - 0.4083852461384633im
-1.2771712479179125 - 0.20344857572989736im
-0.5296807929656707 + 0.9365671840105325im
1.1858557481707823 + 0.3878895634518677im
-0.15047425720268517 + 1.2140009364054987im
-0.7642149371344281 + 0.9564663967509532im
-1.0363453395829558 + 0.5260409235070492im
1.040273670338025 - 0.5308754224387704im
-0.757596157559163 + 0.896095258269377im
-0.7466933670038186 + 0.8540452096806699im
-1.1973504390892857 - 0.004490137649369066im
0.39895742277555823 + 0.8303819541960017im
-0.33141557909169705 - 0.9702267943532564im
1.067004104917613 + 0.28841365423680515im
-0.15972427120672095 - 1.220452404388022im
0.12130544461397333 + 1.1816517756236882im
-0.718771586131544 - 0.2795110401992795im
1.0492079583582812 + 0.0007654212975862816im
0.468572141283737 - 0.6895793296683973im
-0.535201523008551 + 1.0463044844697347im
-0.6093255379216602 - 1.0153638685319828im
-0.13969128247597692 + 1.1954693174898134im
0.7407689372050374 + 0.5496682120296166im
0.6592652757760317 + 0.5065142309478764im
-1.0542848308812043 + 0.5147877075620299im
-0.7955544041032877 + 0.12094902532992549im
-0.8810326911053667 + 0.725630183326148im
-0.4393880884976786 + 1.0463260891271349im
1.1374692952246908 - 0.4688684215491092im
0.06310449500080932 - 1.057267597928743im
0.058307453411470235 + 1.1942274042697851im
0.09708376062250525 + 1.0420306260248067im
0.4248824310861401 - 0.7741351793942837im
0.9489946096857493 - 0.5230703803975613im
-0.08805442373738863 + 1.2131054624050481im
0.23127107101278224 + 1.1488343244785104im
-0.0024641763205516276 + 1.1934463468986962im
0.19617861188029237 + 1.0952731538399256im
0.35202553698142386 + 1.1522708327232025im
-0.2468545005615487 - 0.8389683314430774im
-0.6568067928569516 - 1.1051260163045344im
-0.6474463084658634 - 0.3442992737761404im
-0.7676292520548136 + 0.8600180697942076im
-1.018556299255942 + 0.3515805251777776im
0.4585731032916632 - 0.9254400422497594im
0.7181952254007934 + 0.539571010590403im
-0.18550355441351987 - 0.7098929785996543im
-0.039513854600498464 + 1.1516915718218927im
-0.3432408406257871 + 1.095388977235005im
1.0862682138676902 + 0.5622454637334359im
-0.8972318704786227 + 0.4526275067168212im
-0.394003322390569 - 0.8674408127059313im
1.004593341458467 + 0.3692228221887006im
0.531266770428863 + 1.0958414190169055im
0.9547983478905558 + 0.5824766448089493im
0.4374397219908197 + 1.053855475435792im
0.6203684648610164 - 0.19572885017157884im
-0.39346505925143477 + 0.31617392107588344im
0.8899020046694144 + 0.43679771890547386im
-0.7986193844005133 - 0.799204070748757im
0.32972597243818935 - 1.022663157071547im
-0.1230719537260567 + 0.99390756126473im
0.10122616279167056 - 1.1572239292902171im
0.32046341863934497 + 1.0803513047303417im
0.947171748831689 + 0.24312036702929257im
0.46035092133705746 + 0.7786661556985811im
-0.17504657274570803 + 1.1521109487270793im
0.07426788418661122 - 1.189233502170825im
-0.4853115752556365 + 0.9978719518819282im
0.8767322517298919 + 0.7660061449505283im
0.5344403082074656 + 0.9479848592825691im
-0.8697763915567881 + 0.7019994626396667im
-0.8929932735846808 + 0.7404756870038678im
1.0488697740857769 - 0.5607329658597026im
1.1075118084299151 - 0.1999545273673312im
0.956533488202375 - 0.20188387119903284im
-0.0694006216618044 + 1.1268931892498368im
0.14295211561411528 - 1.173944156626274im
-1.0603992355466987 + 0.5501038075006554im
-0.14347580384671996 + 1.2155423279345563im
-0.0469844510988127 + 1.1324030888062881im
-1.125612332294581 - 0.3441675696810401im
-0.5664436269330103 + 1.0266764691292178im
-0.3812286819688892 - 0.880848365263689im
-1.1701960613775555 + 0.057299982661359244im
0.35061836210163067 - 0.3848645083020811im
-0.2439308465028038 - 1.171981745436808im
-0.6894904219039181 + 0.8938548685403138im
-0.8395090124274192 + 0.4223978938193175im
-1.0296310504489192 + 0.6411828876275959im
1.0430155842943314 + 0.3473836353023839im
-0.788503465834908 + 0.890982599777788im
0.08487739122529364 - 1.2849497243057995im
-0.7836088709911145 - 0.46716209452608604im
0.3689083948842493 - 0.9961363909848309im
-0.5503688365514733 + 0.0025699424812756313im
-0.18062763875878562 + 0.9535128022992972im
-0.6321131367374999 + 0.9822306483154915im
-0.49984020862944517 + 0.08024523848812888im
-0.6587552539296524 - 0.6009954404469559im
-1.1333265914619035 - 0.01331030385489666im
-0.7131545630616334 + 0.7631516657168519im
-0.2821873285507923 + 1.1336862014367046im
-0.918411193825243 - 0.03162766664534746im
0.4268346834120878 + 1.0872686349672864im
-0.15725223237576638 + 1.1523072191570751im
1.1805970015493084 - 0.15701631104384295im
-1.1337492402826497 - 0.3089701923911693im
0.7735656315606291 + 0.09706651548940048im
0.07419810944655772 + 1.191480263663355im
-0.9392004141483719 - 0.34353193593343334im
0.8282373758392015 - 0.49172782627913264im
-1.1226307314730957 - 0.037534700719272694im
-1.0610165741959303 - 0.5338575020795082im
-0.5672879335119948 + 0.9808584339663131im
0.537995055451622 + 0.9914846510058801im
0.3422848509404435 + 0.7668173142200885im
1.011760582320422 - 0.40607337953427497im
-1.0218546332155227 - 0.287656444993019im
-1.1640373171183114 - 0.5215188660815228im
-0.40328762640466653 + 1.1143987355653382im
-0.38123789082769066 + 0.8284698109575448im
-1.1880535904066667 - 0.5430319932253165im
-0.13124989813354931 - 1.1608218903973846im
0.7156115063788673 + 0.9946608865695331im
-0.8047132062565984 - 0.5577918032308091im
0.9527036938755634 + 0.4797770228503736im
-1.1709680809858904 + 0.05254238497148368im
1.0995571990506574 - 0.40378088788370475im
-1.0292225595367959 - 0.5349311008474209im
-1.1544407350410189 - 0.22553333207894158im
-1.1556717792222435 - 0.22229634386620906im
-0.8409597134855955 + 0.8521661501064579im
-1.1326236670335423 + 0.4146644960463271im
-0.9605688259897067 - 0.12273919214944651im
0.5287049567325963 - 0.9573801280881248im
0.4267342612056953 - 0.48767089333313285im
0.9409848881780828 + 0.34758240080222624im
1.1681197748470884 - 0.13205633052836946im
-0.7490873167941831 + 0.9302721268790689im
0.026471986091055943 + 1.2308483118501863im
0.7541555735176488 + 0.14566367892677234im
0.3800983741883766 - 0.9379132110073197im
-0.5076503742774511 + 1.0384059974126683im
-0.86377250969236 + 0.8457849726140336im
-1.123861163216043 - 0.08974160682751352im
-0.10350376080865661 + 1.1928755053550293im
0.6696483644349912 - 0.8253518031033453im
-0.6424310236007098 + 0.9702048959955879im
0.28225053618263285 - 0.9466284950742688im
-1.1952884951995495 + 0.12988001004659963im
-0.024388773065151206 - 1.0583382108168768im
-1.0044437832902755 + 0.639081959399291im
0.8254319928955066 + 0.9030950604314258im
0.8972879082615419 + 0.21858522760363325im
-0.2049941247211903 + 1.0785033939442852im
-0.10645115771069373 + 1.151864223609967im
0.997832732935179 + 0.34120831651459166im
-0.14305293749159828 + 1.1041330887064795im
-0.47918369213845524 + 1.083174156603826im
-0.931709937449467 + 0.6004628999756477im
1.0338614082934279 - 0.3021551424518446im
-0.8886564361448809 + 0.7397917333797112im
-0.8221160680093142 + 0.8625496814698006im
-0.43608023385416284 - 0.9591995491063984im
-0.052729810031942874 - 1.1760236155286923im
-0.6132051367757515 + 0.9563835946033388im
0.6686901934905972 - 0.4795484362213724im
-1.2079925433910994 + 0.033206659506300855im
0.6034249439439126 - 0.39665620028753984im
-1.0061257568929776 + 0.6513663285574646im
0.8018921800179984 + 0.9115246740471338im
1.212838085878858 + 0.2641646507095104im
-0.3574394115165028 - 1.0895523535544274im
1.0788584744455936 + 0.40357291462548883im
-0.06708693348657269 + 1.1531606746914884im
-0.14943238751182272 - 0.9496103100408209im
0.6444807646703545 - 0.7433560646886753im
0.033551769758946505 - 1.233714307684856im
-0.4008615229801307 + 1.0363334503913988im
0.42198710147206564 - 1.1283732162821258im
-1.1131683148495348 + 0.3517727881488131im
-0.9528482528654673 + 0.7044750396435328im
0.09381840784157523 + 1.1592842974138826im
-1.046552814870979 + 0.5766051390012032im
0.5472675660877907 - 0.394350481024463im
-0.6683586741461514 + 0.9224595616661677im
-0.4757316524384734 - 1.0670509340972343im
0.7061463025642226 - 0.06563144210952923im
0.7431316933112865 + 0.7311222111614488im
-0.7474297348137058 + 0.4162477003491615im
0.3829584380356828 + 1.1567409187229216im
0.062028567426721984 + 1.0970445343776936im
-0.8855655917806222 + 0.6902855293389509im
0.17704859882747695 + 1.211277324885566im
0.6183501536269241 + 1.064934670499332im
-0.11986078298504638 + 1.1261208758759382im
-0.8510564198194657 - 0.7050338586057364im
0.46139043657939444 - 0.8225603794493529im
0.9573845772067487 - 0.3570447941925801im
0.9830255787605211 - 0.16012140948579426im
1.0156372388639174 + 0.0024120975080762527im
-0.14852760772222084 - 1.117918328546708im
-0.4535222443415802 + 1.0253377290815928im
1.1037962853506242 + 0.4649303447964052im
0.7291678893404353 + 0.9795775794917548im
0.9842054376294054 + 0.6032731937878415im
0.8225719040404296 - 0.304565519497795im
-0.4769967001698951 - 1.1413328742455537im
-0.8406541120276865 + 0.6948316058123658im
-0.2036530712599235 - 0.8347333886156917im
-0.028846945916588457 + 1.1442085275502705im
-0.5586585871759591 - 0.9775888256202642im
0.8923969850562468 - 0.38443038601094914im
-0.7878593191295717 + 0.8258631569881911im
-0.8553061571787057 - 0.702663772645795im
0.43441905487100435 + 1.1585321944452953im
0.7342605327762044 + 0.972499077275186im
0.8332248683179853 + 0.15656501755264746im
-0.8426987511296737 + 0.6350289972147602im
0.8507785487219379 - 0.15571364753586053im
1.0853211433208294 - 0.32365197984062305im
0.909360988016273 + 0.34360047573504im
-0.23063384675867252 + 1.1399227076444693im
-0.0388259035533282 + 1.1842188758822718im
-1.0888058287855213 + 0.39823739415700443im
-0.7778950252167712 + 0.9201522069241849im
-0.20350655159319017 + 0.971666229496988im
-0.5121150660647409 - 1.0893181624448518im
0.44408955910113546 - 1.0561605991162815im
-0.3241174021712041 - 0.23496899578156072im
-1.0132187653419167 + 0.6139135486754433im
0.12931249077778634 - 1.2509348469562656im
0.09706564414952519 - 0.7522989695608894im
-0.4522548928512221 + 1.1129154648087485im
-0.017207187412630994 + 1.2161368672090538im
-1.0275472083441077 + 0.5384728922100332im
0.5196964065657932 - 1.02707252679588im
-1.182112153107655 - 0.08445680590288517im
0.636271351553489 - 0.42362878759417666im
-0.8523022683591008 - 0.7388468388982982im
-1.0587484333967967 + 0.356769763097368im
-0.6334515600973796 - 1.031254554300315im
0.8045678053918072 - 0.6640345699264042im
-1.155877266108184 + 0.29146414720755864im
-0.07635018328124325 + 1.248987982527607im
-0.1681808066304547 + 1.0355238258335475im
0.7756963788606285 - 0.021635315437973177im
-1.0007816696283154 - 0.03591117258915493im
-0.8673718133726134 - 0.8262731334873306im
-0.3116992017883645 - 1.1740422653611897im
0.14639633721107714 - 0.8223118526122365im
0.6331645859502217 + 0.9384521644145682im
-0.9674570012879266 - 0.4260757259426742im
1.0264245594226513 - 0.5307853350287345im
-0.7090858990605874 - 1.052740615579409im
-0.27092210476531814 + 1.1753151260490935im
0.2398326814492361 + 1.1592876655766873im
0.20632288239406177 + 1.1087636497849087im
1.2408348060844145 + 0.05154390672284596im
-1.10444527472347 + 0.5206271684295143im
-0.8027712439068719 + 0.7780265317076764im
-0.7446607148451228 + 0.8629679531338552im
0.6514132195069691 - 0.1912134846833224im
0.8531998196232302 - 0.909258770695116im
0.913605613316131 - 0.5031472923559968im
0.7810694224148853 + 0.8210785853343986im
-0.3511885023668739 + 1.1346139300361977im
-1.160799489968227 - 0.07697176476355014im
-0.30677984373749245 - 1.1525721725815805im
-0.8808764069082293 + 0.7172727560265338im
-0.5802077981437203 - 0.803847383341463im
-0.5702601542594352 + 0.08421406210341074im
0.4666327033197986 + 1.001848905884482im
-0.4887071692057742 + 1.0767556518503776im
0.7671661307259459 - 0.3063019011542435im
0.02290427831202533 + 1.1658131148870545im
-0.5169689098919635 - 1.0065508376110615im
0.6793553673008672 + 0.20620581373232158im
0.7495685621994383 - 0.932588677858395im
-0.5725297854742332 + 0.4833747578955261im
0.7666348367675803 - 0.475159464438044im
0.9654288893135368 + 0.611198895347523im
-0.475467929333509 - 0.9181006222630259im
-0.5068788354457573 + 0.9222454721839598im
1.082530756276684 - 0.49119495587362516im
-0.16478481817268556 - 1.2445845597792384im
-0.8591017859379827 + 0.8465216043408968im
-1.1562735283845385 + 0.16736720476596445im
0.22246746729300595 + 1.1629210836743349im
-1.0029606592651557 + 0.6206281999379056im
-0.4368683092999891 - 0.4426011818326153im
-0.13456966555301067 - 1.1476933008929187im
0.8554136745767451 + 0.630034496304526im
-0.9726360358775877 + 0.6300816137717917im
1.2069521409024737 - 0.04688716249063451im
0.9448335880019939 - 0.7122433729574654im
0.486129397561088 + 0.7231475831233174im
0.39573790974881723 - 1.0491955520122895im
-1.0840816373602404 - 0.39163751195933827im
1.0491079905677945 + 0.2932578971059062im
0.8458745166075851 + 0.7849502979517844im
-0.18015370303062317 - 1.1097157555459627im
-0.5733412294013261 - 0.8090977801898369im
-0.5609434877011558 + 1.0673575281966503im
-0.8503974964304031 - 0.6520242999654183im
0.9285506075791392 - 0.12416736846249748im
0.24730905360756225 + 1.1152549159484164im
-0.07022707295205634 + 1.1592414025744346im
-1.0297394518049814 + 0.2226184752926971im
0.18513043801453027 + 1.1154502347377926im
-0.23727784454040504 + 1.1650124535722992im
0.6660975692364438 + 1.0075871105825387im
0.4984679622934995 - 0.7758788477861286im
1.1000187975489142 - 0.4455994321671405im
1.116894317827748 + 0.47664070874475933im
-0.874200498744044 + 0.8368090921402046im
-1.146387398776658 - 0.46005267232782004im
-1.204109350749853 + 0.06711878432940926im
-0.12161243046003473 + 1.049352090514098im
-1.0885960019588417 + 0.3633129868869687im
0.0778793840524641 - 1.028485888204388im
-0.5550880963727213 - 1.0954476339979413im
0.6097135852814346 + 1.0672096070307933im
-0.17637226536823458 - 1.0493928763327338im
-0.36453893875014776 + 1.148709430054533im
-1.0678200638540714 + 0.38709988421689295im
-1.1433669335152217 + 0.14681572133456172im
-0.2424842023825984 + 1.1007908364285641im
1.0827414371212196 + 0.26564810901208047im
0.11992492880297728 - 0.29264166563717264im
0.8820989516632969 - 0.27391738073962596im
0.6502917183116901 + 0.8213671287954031im
0.8427729665024459 + 0.0024481128675668427im
-0.8929294001763349 - 0.47067591301387485im
0.7508289001770895 + 0.7818481078848982im
0.8417289924195624 - 0.6342221452126718im
0.039233974358780094 + 1.0763139042052585im
-0.47024994787329366 + 1.0588328920899581im
0.7491656370791606 - 0.8407587578201812im
-0.09690939954418613 + 1.1847363087601628im
-0.6872722746869381 + 0.8883488497155615im
-0.3001846627363137 - 0.6197076851345396im
-0.8540453097016456 + 0.6947651391669515im
-0.3977832763506304 + 0.9737435014963124im
-0.7805608506769978 + 0.8194445034765223im
-0.637223972868805 - 0.9388016635486862im
0.9272400876310349 + 0.20375389095741875im
-0.6251988609636147 + 0.9944717710761506im
-1.1250799768111344 - 0.47733808067966577im
0.8159533300238009 - 0.03482283511919973im
-1.0730701061098196 + 0.41299754095270336im
-1.1292873443549014 + 0.24840783501470173im
1.1233753800930193 - 0.3016545165529463im
-0.8928080349695842 + 0.789642386055248im
0.4452494583837693 + 0.8068232354310789im
-0.9258337883333435 - 0.6778446051836948im
0.008044491352919646 - 0.8772327160006139im
-0.13913975930425987 - 0.534008867115181im
0.13681908063926354 + 1.1969534084978397im
1.036525661345275 + 0.6325690958698882im
-0.723188583562686 + 0.9212741624724117im
0.7643053263482409 + 0.8333671323017975im
-0.8957747313250687 + 0.7622644319127492im
-0.6707305555922637 + 0.985097291304988im
0.4062250777059915 - 0.6421402533691709im
0.3562888829991485 + 1.1425123817353664im
-0.9009889490416787 + 0.9287373119225292im
0.32897088357787074 + 0.5038532999316848im
-0.32193558284139256 - 1.2468065462499682im
-0.9972747257371322 + 0.6176848199165024im
-1.1163226060024536 + 0.00967290208561216im
-0.13996590261583414 + 1.0732083979955935im
0.11671586995016991 + 1.2533117535400546im
0.7767002695193321 - 0.9457310341830891im
-0.7959284689178179 + 0.9062311435507235im
-1.1194742550757926 + 0.17404950362030266im
-0.6585389046332677 + 0.9020387157475142im
-1.02894575858934 + 0.6237443202136461im
-0.14504044832229152 - 0.9902459375477564im
-1.190112247223469 - 0.021322720969717015im
-0.40485486630876905 + 0.5589827107778319im
0.8109405260613181 + 0.059451176519187354im
-1.1874613482627532 + 0.05382512806372165im
0.1278603213735671 + 1.1528161707221294im
0.12463154805486051 - 0.6448779680066252im
0.7376147119903116 + 0.9606715988354125im
0.8332928536979299 - 0.2027886890890252im
-0.90524795558611 - 0.6920992417195969im
0.021152225575490863 - 1.1039408975521143im
0.5842067368731221 + 0.7731663150026089im
1.145891349137957 - 0.39414749822274603im
-0.020923265594920307 + 0.5562669950774375im
0.7784369439612753 + 0.599859574298995im
-0.05999069314458099 - 0.843795950753124im
0.6918712599765405 - 0.6973076739715388im
-0.3490654217320604 + 1.0087835796370865im
0.9984383301958097 + 0.6960251778042379im
0.9065369393571203 + 0.8352517350689069im
-0.2256949007904687 + 1.1464092122205682im
-0.1249598123960414 + 1.1708418858223602im
-0.6975958273420441 + 0.7205482210403725im
0.7372363941806127 + 0.7452714070122581im
-0.7549572817470439 + 0.8262363891868573im
-0.2367266567691389 - 1.1641547012524627im
0.577991885173053 - 0.7094896828311915im
-1.0917028599503398 + 0.1234433652535218im
-0.5539367127892867 - 0.7434576111268459im
0.48901815352761846 + 0.9748352157449219im
0.35906193657666974 - 1.11618066131147im
0.4113659205606409 - 0.9224585690733377im
-0.4110109877362244 + 0.645878779359818im
0.5346351835044402 + 1.0984569844531504im
0.9573641753482592 - 0.30247128363279385im
-0.8015961320573697 - 0.7456551950431275im
1.2647456255417058 + 0.013635593758502075im
0.9701791454225647 + 0.3790744213402033im
-0.5750720948340884 + 1.0407879673720162im
0.8569688364044727 + 0.10214024274711009im
-0.028452125155067755 + 1.2080939914376492im
-0.5328290507364152 - 0.872668414164104im
-0.7462691278167498 + 0.8288182305128624im
-1.0977764299937964 - 0.4022831986102708im
0.6017287506440127 + 0.9706105679616575im
0.3233370706754938 + 1.1422311687535613im
0.43949718548278427 + 0.8161999711863958im
-1.0983557306629674 + 0.49259809238226493im
-0.1944941732321485 + 1.1170219468672324im
-0.3410908812598247 + 0.44411994312005115im
1.1673557001612687 + 0.1359268227380918im
1.1273923493420315 - 0.04874586347277611im
-0.49474237974681484 + 1.0259263426917191im
0.7413100412094575 + 0.2400849501493218im
0.5687608765311389 + 0.5211469010383831im
-0.8248583664683286 - 0.8495908311588005im
-0.899872882285026 + 0.5533351045279534im
0.8438288174829951 + 0.9002555839245308im
-0.7266917597089425 + 1.0088487640748536im
0.9357851770787246 - 0.08372054943399171im
-0.785898630706567 + 0.793200058287287im
-0.3148500698899483 - 1.2110889541800396im
-0.22725163567341392 - 1.0115695437219905im
0.010434609031011158 - 0.6196474909134704im
-0.33046914430711466 + 1.0664916921551084im
0.6454552814889827 - 0.9250815368697693im
-0.06784422051932967 + 1.0951395574517617im
1.0910411074060198 + 0.30008735463624986im
0.5710906601741198 - 0.39721530256210463im
0.8511651266118602 + 0.4029266524545736im
-0.6186295807351145 - 0.7204127969072331im
0.8655695653371611 - 0.49825176312698766im
-0.04756021151259544 + 0.9265188152112331im
-1.1896710316212276 + 0.07248262720748465im
